machine_id,plant,production_line,machine_type,shift,operator_experience_years,machine_age_years,ambient_temperature_c,humidity_pct,vibration_mm_s,hydraulic_pressure_bar,motor_current_a,rpm,production_rate_units_hr,defect_rate_pct,downtime_hours_30d,maintenance_count,days_since_maintenance,power_factor,oil_temperature_c,bearing_temperature_c,load_percent,noise_db,material_grade,lubricant_type,supplier_tier,inspection_status,batch_size,machine_energy_kwh,maintenance_risk
101186,Ahmedabad,L1,Milling,Afternoon,9.42,6.2,28.29,65.67,2.411,7.99,41.38,3612.6,92.0,3.101,0.65,0,,0.9,64.58,42.63,57.44,73.98,Standard,Mineral,Tier3,Pass,705,67.74,Low
109094,Pune,L2,Robot,Night,8.0,7.83,22.4,82.68,1.418,8.08,29.23,3443.9,105.5,7.379,3.37,0,5.1,0.969,50.4,47.62,74.01,68.84,Premium,Synthetic,Tier1,Pass,297,50.47,Low
103022,Hyderabad,L6,Milling,Morning,7.88,9.98,26.85,75.53,1.491,7.32,25.29,3027.0,91.2,3.01,1.62,0,55.4,0.933,52.03,43.99,71.59,65.3,Premium,Mineral,Tier1,Pending,318,44.38,High
119351,Pune,L5,Compressor,Morning,7.07,5.09,31.73,48.83,2.119,5.19,30.64,4256.3,137.0,12.084,1.93,0,55.5,0.947,66.35,50.21,88.05,64.64,Standard,Synthetic,Tier1,Pass,1126,57.95,Medium
106212,Hyderabad,L5,Lathe,Night,6.82,8.42,26.51,50.65,3.464,7.95,27.86,2622.5,134.0,1.645,0.39,2,49.4,0.902,44.03,46.08,73.41,72.09,Recycled,Bio,Tier2,Pass,168,46.92,Low
104596,Ahmedabad,L5,Compressor,Morning,3.41,1.1,29.25,77.42,3.097,5.54,27.53,1931.3,105.1,6.107,1.29,0,44.0,0.934,53.46,48.48,70.66,71.53,Standard,Synthetic,Tier2,Pass,1048,40.65,Low
121091,Ahmedabad,L3,Press,Night,9.87,4.1,26.47,98.0,4.292,7.61,36.43,2719.9,129.1,6.286,3.03,1,4.0,0.888,61.61,53.03,82.9,72.18,Standard,Mineral,Tier3,Pass,886,64.21,Low
107305,Bengaluru,L1,Robot,Morning,2.97,12.41,31.46,67.09,1.927,6.81,28.69,2297.4,103.1,18.0,1.01,2,157.5,0.863,50.66,51.18,64.37,70.38,Standard,Bio,Tier1,Pass,755,43.6,High
113019,Pune,L4,Compressor,Afternoon,0.2,5.22,34.12,46.58,3.172,5.88,31.43,3234.8,137.8,2.934,1.39,2,121.7,0.946,58.83,54.42,84.62,73.85,HighStrength,Synthetic,Tier2,,989,59.76,High
114576,Pune,L5,Milling,Morning,12.77,5.7,33.07,,1.507,6.16,25.1,3328.1,133.6,4.095,4.09,0,63.8,0.89,56.5,52.98,74.89,72.15,Standard,Mineral,Tier1,Pass,1067,54.93,Low
112611,Hyderabad,L4,Milling,Morning,9.75,7.78,25.85,45.76,1.622,7.24,25.27,3345.7,92.9,5.633,0.33,1,38.2,0.905,60.36,,69.98,70.32,Premium,None,Tier2,Pass,624,41.45,Low
108819,Hyderabad,L2,Robot,Afternoon,7.54,4.92,29.08,44.7,2.323,5.22,35.57,3105.8,174.1,1.953,1.7,0,41.4,0.892,47.32,44.86,99.05,71.76,Recycled,Synthetic,Tier3,Pass,156,65.85,Low
105143,Pune,L1,Press,Morning,5.08,8.87,19.83,59.11,3.492,8.6,35.28,2824.4,121.7,3.512,0.67,0,54.6,0.842,44.91,43.24,78.58,72.8,Standard,Mineral,Tier3,Pass,978,55.07,Low
104994,Pune,L2,Milling,Morning,,7.66,26.0,,2.103,6.21,33.56,2723.3,136.7,3.419,1.21,0,22.0,0.94,55.81,44.93,72.03,71.29,Premium,Synthetic,Tier1,Rework,100,53.4,Low
113689,Pune,L6,Milling,Morning,8.58,7.11,31.09,67.97,2.039,6.17,29.08,2737.8,131.1,6.133,1.44,0,273.8,0.957,59.44,47.9,71.04,69.66,Recycled,Bio,Local,Pass,451,50.07,High
102292,Hyderabad,L1,Robot,Afternoon,6.31,3.46,35.09,78.46,2.16,6.73,32.47,2329.2,157.2,6.848,0.37,3,137.4,0.919,65.92,47.45,85.48,71.58,Standard,Mineral,Tier2,Rework,490,57.89,Medium
101217,Pune,L5,Compressor,Night,8.78,3.21,28.07,45.82,2.244,7.9,35.76,2551.2,82.9,6.943,0.82,0,59.4,0.88,48.03,49.58,65.86,74.33,Standard,Mineral,Tier1,Pass,549,42.27,Low
110516,Chennai,L3,CNC,Morning,6.59,14.85,31.34,76.76,1.379,,31.71,3247.8,153.7,8.545,0.31,2,91.3,0.892,53.75,52.27,103.98,67.96,Recycled,None,Local,Pass,990,56.2,Medium
103604,Pune,L1,CNC,Afternoon,0.2,7.11,20.02,79.78,3.904,9.43,36.67,2015.4,134.6,1.872,0.25,0,19.5,0.956,52.96,32.02,79.78,73.4,Standard,Bio,Tier3,Pass,340,47.71,Low
109427,Chennai,L1,CNC,Afternoon,,2.68,28.5,49.2,1.888,9.86,27.36,3141.1,125.5,9.575,0.84,0,63.2,0.885,65.81,48.21,73.41,72.29,Standard,Synthetic,Tier1,Pass,884,44.47,Low
100222,Bengaluru,L3,Compressor,Night,7.55,3.42,22.44,44.71,1.114,8.18,32.81,2767.5,115.1,8.407,2.25,0,52.3,0.909,42.87,34.16,66.03,67.61,HighStrength,Synthetic,Tier1,Pass,799,49.61,Low
118050,Bengaluru,L2,Lathe,Afternoon,,6.02,28.01,86.07,1.347,6.18,48.44,2918.2,106.9,9.439,0.65,3,19.6,0.982,62.7,46.18,91.96,76.83,Recycled,Mineral,Tier1,Pass,1190,66.47,Medium
101660,Chennai,L1,Milling,Morning,8.68,4.74,30.95,37.81,2.365,7.46,36.97,1994.0,133.9,5.654,1.17,0,34.2,0.917,51.69,54.91,90.34,71.07,Recycled,Synthetic,Tier1,Pass,560,50.41,Low
114181,Bengaluru,L5,Lathe,Afternoon,7.58,10.93,18.65,53.34,1.888,7.93,22.87,2858.5,102.6,4.805,3.0,5,,0.864,37.68,47.19,59.2,69.84,Recycled,Synthetic,Local,Rework,808,38.12,Medium
100843,Bengaluru,L1,CNC,Night,9.19,2.38,29.32,58.33,1.785,9.29,34.76,3050.1,113.7,4.016,2.14,0,181.1,0.948,61.55,49.04,74.36,69.91,Standard,Mineral,Tier1,Pass,278,60.81,Medium
102978,Hyderabad,L4,Press,Afternoon,7.81,2.65,25.03,80.79,2.49,8.0,32.95,3025.2,116.0,4.606,1.08,0,148.5,0.897,52.28,43.43,71.38,69.29,Standard,Synthetic,Tier1,Minor_Issue,243,47.02,Medium
107409,Bengaluru,L4,Milling,Morning,6.58,5.86,34.92,49.72,3.092,8.25,29.49,3182.8,148.7,5.209,0.25,2,39.0,0.938,64.49,46.59,87.05,71.01,Standard,Synthetic,Tier3,Minor_Issue,1157,51.29,Low
109669,Ahmedabad,L2,Compressor,Night,9.45,7.67,22.89,57.68,2.389,9.3,41.27,2942.2,82.0,6.349,2.12,2,16.0,0.929,,42.27,60.41,72.86,Premium,Mineral,Tier3,Pass,1125,67.91,Low
102092,Ahmedabad,L6,Milling,Night,6.08,4.71,20.71,32.35,2.204,8.67,16.99,2968.7,85.5,7.844,0.46,0,20.8,0.85,46.2,34.82,51.64,69.31,Premium,Bio,Tier1,Pass,89,38.92,Low
121530,Bengaluru,L3,Lathe,Night,,1.64,21.28,68.91,1.888,6.84,20.1,2419.5,86.2,3.084,0.8,0,148.3,0.812,52.96,41.4,64.22,70.54,Standard,Synthetic,Tier3,Pass,502,28.1,Medium
106368,Chennai,L2,CNC,Morning,6.12,6.53,24.23,56.59,1.048,7.3,30.65,2891.5,137.9,5.955,0.18,1,10.7,0.897,,44.68,89.63,70.93,Premium,Mineral,Tier1,Pass,66,51.38,Low
103064,Ahmedabad,L6,Lathe,Morning,11.71,5.11,24.53,46.35,4.048,9.22,25.76,2116.7,157.1,7.754,0.34,0,15.4,0.892,53.96,44.72,101.23,67.65,HighStrength,Synthetic,Local,Pending,165,48.93,Low
115547,Bengaluru,L6,CNC,Morning,5.61,7.71,34.72,80.77,2.29,7.54,29.74,2532.1,127.2,10.385,0.5,1,34.5,0.944,60.3,48.12,73.12,74.33,Premium,Synthetic,Tier1,Pass,635,45.95,Medium
100792,Pune,L1,Milling,Morning,6.31,4.33,31.9,54.56,2.554,6.87,38.56,3115.8,120.6,5.625,1.5,0,231.9,0.961,62.78,55.37,94.3,65.63,Standard,Mineral,Tier1,Pending,235,57.88,High
116928,Pune,L3,Press,Morning,1.98,6.46,33.7,68.64,1.813,6.17,38.29,2266.6,200.0,8.134,0.81,2,162.4,0.91,54.18,54.36,95.79,72.9,Standard,Mineral,Tier2,Pass,440,70.94,High
102634,Bengaluru,L2,Compressor,Morning,5.43,3.6,28.06,48.79,2.899,8.74,20.64,3332.1,152.1,5.359,0.37,1,96.5,0.905,55.82,46.13,81.15,70.75,Standard,None,Tier1,Pass,498,37.54,Low
103298,Bengaluru,L2,Lathe,Afternoon,4.54,11.7,24.48,72.78,2.805,7.77,23.25,2976.1,120.2,4.592,0.92,0,72.7,0.951,47.08,44.21,67.96,67.47,Recycled,Bio,Tier2,Minor_Issue,988,47.28,Low
107156,Hyderabad,L4,Robot,Afternoon,7.6,5.72,27.47,88.93,1.019,7.27,31.01,3297.5,115.1,2.495,0.76,1,43.3,0.868,48.34,45.02,88.46,75.84,Standard,Mineral,Tier2,Pass,681,49.16,Medium
105522,Pune,L1,Compressor,Night,6.93,6.38,30.45,44.15,2.643,7.45,26.31,2942.0,89.9,6.696,0.77,1,85.5,0.944,49.26,50.05,60.71,65.8,Standard,Synthetic,Tier1,Pass,326,38.69,Low
106005,Chennai,L3,Milling,Night,8.36,6.2,28.93,42.61,1.545,9.75,31.3,3221.0,140.9,5.408,2.18,2,15.8,0.968,56.89,47.22,79.52,69.48,Standard,Mineral,Tier3,Pending,687,61.11,Low
116284,Bengaluru,L6,Press,Night,4.62,10.14,30.29,60.24,3.367,9.07,29.78,2703.1,61.9,3.117,0.42,1,34.8,0.906,57.61,43.89,60.1,72.19,Standard,Synthetic,Tier2,Pass,851,43.34,Medium
104101,Pune,L2,Robot,Morning,12.79,5.24,27.65,33.56,3.264,8.21,36.89,2306.9,148.3,2.302,1.13,0,59.9,0.896,57.86,49.88,92.47,72.27,Recycled,Mineral,Tier3,Pass,602,62.52,Medium
114981,Chennai,L2,Milling,Afternoon,8.09,7.25,31.2,51.39,2.58,9.21,29.82,2355.8,116.3,0.841,0.32,2,42.9,0.918,57.82,45.01,68.35,68.77,Premium,Mineral,Tier2,Pending,805,32.77,Medium
115449,Ahmedabad,L3,Press,Morning,1.13,0.4,30.55,58.06,3.555,6.81,20.13,2574.5,125.1,6.174,1.94,1,48.1,0.829,58.69,51.66,77.13,64.17,Standard,Mineral,Tier2,,135,37.33,Medium
114729,Ahmedabad,L1,Robot,Afternoon,7.13,6.99,32.52,72.8,,7.74,35.17,2187.3,83.1,8.23,2.2,0,24.2,0.955,67.9,45.16,58.11,69.95,Standard,Bio,Tier2,Pass,263,47.93,Low
119732,Chennai,L2,Press,Night,4.11,2.66,26.26,56.15,0.907,7.7,32.97,3319.4,102.9,2.354,1.03,2,30.7,0.962,52.07,48.57,74.4,78.18,Standard,Mineral,Tier3,Pass,982,48.44,Low
100015,Bengaluru,L6,CNC,Afternoon,8.65,10.71,28.78,91.81,2.67,6.47,31.48,3470.3,105.8,2.101,1.74,3,33.5,0.866,50.53,45.84,80.04,71.21,Standard,Mineral,Tier2,Pass,432,52.41,Medium
104779,Pune,L3,Compressor,Afternoon,10.58,10.22,33.27,55.09,0.694,7.18,29.94,3068.0,90.5,4.361,1.02,2,84.4,0.855,60.78,56.02,58.11,69.55,Standard,Mineral,Local,Pass,714,50.3,Medium
102793,Hyderabad,L4,Lathe,Morning,9.64,9.02,23.62,62.57,4.681,6.89,30.29,2861.8,100.7,6.411,1.52,1,99.2,0.851,52.55,46.36,66.6,76.08,Standard,Mineral,Tier1,Pass,213,45.32,High
119891,Bengaluru,L3,Milling,Afternoon,6.1,6.8,26.94,77.36,1.299,7.77,26.24,3370.9,130.9,0.827,0.71,1,9.7,0.963,55.16,48.13,66.85,63.54,Premium,Mineral,Tier1,Pass,261,39.13,Medium
113214,Pune,L4,Lathe,Night,3.22,3.48,31.0,48.84,1.102,7.77,10.94,3257.6,86.0,2.581,0.71,0,52.2,0.892,55.06,54.4,66.04,71.72,Standard,Bio,Local,Pass,864,29.37,Low
109053,Ahmedabad,L6,Compressor,Night,6.69,11.58,30.88,,1.854,8.23,26.98,2783.6,82.6,1.937,1.89,3,23.9,0.913,56.22,51.22,56.21,67.35,Recycled,Synthetic,Local,Pass,900,46.96,Low
105923,Hyderabad,L4,Compressor,Morning,7.15,2.81,41.13,58.45,2.783,7.79,53.13,2357.5,94.4,1.719,1.28,1,122.9,0.811,74.74,61.75,74.15,74.78,Recycled,Synthetic,Tier3,Pass,1181,78.19,High
115136,Bengaluru,L6,Lathe,Morning,4.94,3.22,37.58,30.63,3.998,7.26,39.53,3126.8,182.8,8.533,1.09,1,4.6,0.781,65.86,57.08,93.38,73.15,HighStrength,Synthetic,Tier3,Pass,559,70.37,Low
114172,Pune,L5,Press,Afternoon,3.74,11.69,30.23,74.5,1.523,8.24,26.11,2983.9,125.1,4.626,0.46,1,75.2,0.926,55.88,50.48,87.67,66.61,Premium,None,Tier2,Rework,239,48.02,Medium
108655,Pune,L6,Compressor,Morning,6.22,5.28,33.65,45.23,1.779,6.51,22.67,3735.4,137.1,11.659,2.57,1,77.6,0.887,63.07,62.9,73.98,69.67,Standard,Mineral,Tier2,Pass,892,48.04,Medium
111387,Chennai,L6,Lathe,Afternoon,7.85,10.52,27.78,77.71,1.4,7.86,41.81,2878.0,144.1,5.695,3.38,4,264.7,0.905,54.16,54.58,73.98,70.23,Recycled,Synthetic,Tier3,Pass,627,68.49,High
120479,Bengaluru,L1,Press,Afternoon,0.62,3.64,31.36,55.34,4.012,7.94,32.68,3023.7,87.5,4.703,1.34,0,34.5,0.867,65.69,52.34,90.48,70.05,Recycled,Mineral,Local,Pass,923,45.99,Low
116081,Chennai,L4,Milling,Morning,5.29,6.6,25.97,66.09,4.693,7.13,26.81,3535.3,119.0,2.907,1.65,3,100.8,0.939,41.64,43.13,71.69,73.15,Standard,Mineral,Tier2,Pending,1063,45.75,High
102607,Bengaluru,L4,Press,Morning,10.86,6.46,27.03,50.92,2.971,7.37,30.11,3217.2,152.8,9.544,1.91,0,4.7,0.927,56.55,39.53,83.99,65.92,Recycled,Mineral,,Minor_Issue,1125,52.7,Low
116135,Pune,L5,Milling,Night,0.84,1.93,33.18,55.19,1.904,7.75,30.84,3022.6,30.1,1.973,4.03,1,3.1,0.907,58.65,42.59,43.24,70.31,Recycled,Synthetic,Local,Pass,657,37.35,Low
115621,Ahmedabad,L4,Compressor,Night,2.19,18.0,35.29,54.26,1.968,8.63,26.6,3061.2,120.5,3.696,1.45,2,13.8,0.841,65.08,56.29,86.01,67.64,Standard,Mineral,Tier1,Minor_Issue,345,60.27,Medium
116762,Hyderabad,L2,Press,Afternoon,1.56,9.34,21.78,40.89,2.647,6.55,32.63,2027.6,172.8,4.582,0.33,2,62.5,0.927,44.83,42.45,90.4,68.96,HighStrength,Mineral,Tier1,Rework,612,55.33,Medium
107039,Ahmedabad,L2,Lathe,Afternoon,8.35,5.66,33.49,85.37,2.125,9.15,30.43,2421.4,134.3,1.248,2.02,2,,0.99,56.05,49.5,73.63,69.77,Standard,Synthetic,Tier1,Pass,573,56.73,High
118685,Ahmedabad,L5,Press,Morning,3.6,9.06,31.66,78.07,54.493297945642176,7.56,37.68,2816.1,99.1,5.436,0.47,1,11.5,0.866,61.54,54.37,74.59,76.46,,Mineral,Tier2,Pass,1030,61.27,Low
100006,Ahmedabad,L2,CNC,Afternoon,11.59,4.98,27.82,57.62,1.707,7.24,35.14,2427.3,58.4,0.554,2.98,1,31.0,0.896,49.27,47.9,44.03,71.0,Standard,Mineral,Tier2,Pass,586,53.07,Low
113131,Hyderabad,L2,Robot,Morning,9.83,3.62,21.65,55.97,1.231,7.49,30.41,3003.0,141.0,12.922,2.78,0,,0.915,49.13,38.63,95.03,71.46,Standard,Mineral,Tier2,Pass,642,55.92,Low
118210,Chennai,L6,Lathe,Night,5.03,5.35,27.22,72.74,2.425,8.92,46.04,2490.6,91.9,6.967,2.11,1,28.6,0.918,51.57,44.36,64.79,72.1,Recycled,Mineral,Tier1,Pending,982,72.85,Medium
105013,Chennai,L6,Milling,Afternoon,8.73,5.17,35.57,85.15,1.315,7.14,40.66,3289.1,72.1,3.264,0.39,1,82.2,0.82,62.18,53.55,62.27,70.51,Recycled,Mineral,Tier1,Pass,332,55.31,Medium
113629,Ahmedabad,L3,Milling,Night,1.33,7.24,24.54,67.72,1.213,7.24,38.86,1605.2,166.1,14.496,0.91,0,6.8,0.905,49.03,36.13,92.2,69.51,Standard,Mineral,Tier1,Pass,242,69.75,Low
116314,Ahmedabad,L1,Lathe,Afternoon,8.08,7.19,27.89,64.34,3.096,5.68,46.08,1531.2,193.6,1.562,2.24,2,53.7,0.853,45.78,50.61,96.76,73.84,Standard,None,Tier1,Pass,943,81.35,Low
100462,Chennai,L5,CNC,Night,5.7,8.76,40.18,52.92,2.371,7.86,30.06,3370.5,107.8,5.541,1.06,2,34.2,0.919,72.01,57.86,69.15,71.31,HighStrength,Synthetic,Tier2,Pass,768,53.03,Medium
118400,Bengaluru,L4,Press,Night,0.2,4.23,31.63,65.11,4.685,7.9,33.72,4014.1,96.6,2.76,1.91,1,10.2,0.832,,47.53,85.22,70.87,Standard,Mineral,Tier1,Rework,1145,53.95,Low
109986,Ahmedabad,L4,Lathe,Night,5.49,7.52,24.53,79.53,2.767,8.15,26.8,3446.3,117.4,2.917,1.29,1,44.7,0.909,42.07,39.49,78.27,67.65,Standard,Synthetic,Tier2,Pass,567,45.49,Low
116812,Ahmedabad,L1,Press,Morning ,10.01,6.52,22.3,58.96,2.634,6.51,31.48,2401.3,157.3,3.413,1.22,1,26.7,0.893,50.11,36.75,79.49,72.08,Premium,Mineral,Tier3,Pass,608,50.71,Low
117286,Chennai,L6,Robot,Morning,13.73,14.77,28.1,68.49,1.782,6.71,28.66,3252.3,100.6,3.582,0.54,7,12.1,0.859,53.49,48.46,73.24,74.18,Standard,Mineral,,Rework,784,41.6,Low
114004,Pune,L5,Robot,Afternoon,8.38,8.64,32.75,59.05,3.068,6.04,30.48,3870.7,179.5,10.313,1.04,1,24.0,0.802,55.87,50.67,94.4,72.07,HighStrength,Synthetic,Local,Pass,467,56.47,Low
101939,Pune,L5,Lathe,Night,11.84,5.8,17.5,50.75,2.068,9.84,29.19,2253.5,89.1,2.406,0.34,2,36.1,0.869,37.89,38.59,72.5,72.49,Standard,None,Tier1,Pass,269,39.03,Low
117125,Pune,L4,Press,Afternoon,8.96,4.27,22.56,65.79,2.393,8.68,23.43,1979.9,184.7,9.627,2.22,1,132.2,0.808,41.27,40.36,99.78,68.06,Standard,Bio,Tier2,Minor_Issue,336,49.45,High
108542,Chennai,L4,Robot,Morning,3.6,3.65,23.75,48.13,1.56,6.88,28.11,2462.7,100.1,3.35,1.44,0,26.3,0.858,50.6,43.18,71.87,66.2,Recycled,Mineral,Tier3,Pass,132,46.34,Low
104871,Bengaluru,L3,Compressor,Night,14.78,7.86,28.62,61.14,1.521,10.05,31.84,2583.6,153.7,3.019,0.09,1,129.5,0.895,54.52,48.62,72.55,68.99,Standard,Synthetic,Tier2,Pass,723,48.86,High
118336,Bengaluru,L2,Lathe,Afternoon,7.3,3.21,25.34,65.57,3.243,7.45,29.18,3453.4,129.2,1.697,1.44,0,150.4,0.932,55.17,48.91,81.66,65.67,Recycled,Mineral,Tier2,Pass,712,49.44,High
121273,Ahmedabad,L5,Lathe,Afternoon,9.77,1.98,30.35,49.0,4.439,6.36,33.5,2819.2,82.9,6.617,0.28,0,214.9,0.93,55.18,54.9,64.97,75.78,Premium,Synthetic,Tier3,Pass,525,55.1,High
107976,Ahmedabad,L6,Robot,Morning,10.9,1.69,25.36,61.4,3.955,7.0,16.54,2062.5,79.3,10.679,0.5,0,75.8,0.9,48.36,42.87,55.5,68.62,Standard,Synthetic,Tier1,Pass,981,32.47,Medium
115567,Hyderabad,L5,Robot,Afternoon,6.2,5.85,25.77,79.86,3.881,6.96,29.61,3077.3,125.5,4.943,1.13,0,1.6,0.909,53.16,37.94,74.14,68.55,Standard,Synthetic,Tier3,Pass,1199,55.79,Low
114856,Bengaluru,L6,Robot,Afternoon,4.45,9.21,32.79,50.69,2.572,7.67,39.9,2666.6,118.0,11.371,0.15,2,28.1,0.92,57.05,45.88,69.41,74.55,Standard,Mineral,Local,Pass,969,63.07,Low
115335,Pune,L2,Robot,Morning,7.53,3.11,30.62,75.15,3.052,6.86,40.19,3306.3,102.7,1.834,0.94,1,21.0,0.915,59.37,49.22,72.12,74.16,Standard,Synthetic,Tier2,Pass,67,65.1,Low
107705,Bengaluru,L6,Milling,Night,8.22,9.84,35.88,45.15,3.865,5.04,26.9,2719.5,135.2,3.467,1.87,4,207.8,0.946,62.48,51.93,76.47,71.01,Premium,Synthetic,Tier2,Rework,907,45.37,High
117170,Chennai,L6,CNC,Afternoon,3.29,6.32,33.29,83.21,1.463,7.41,27.82,2099.6,173.6,10.408,0.45,2,96.7,0.84,59.4,54.1,98.06,75.21,Premium,Synthetic,Tier3,Minor_Issue,576,53.01,Medium
114459,Bengaluru,L4,Press,Morning,4.91,4.37,27.85,95.81,4.05,5.98,44.21,3198.5,192.6,3.49,2.0,2,67.4,0.932,54.4,48.37,101.43,67.48,Premium,Bio,Tier2,Pass,728,89.9,Low
105070,Bengaluru,L4,Compressor,Morning,11.87,8.49,24.69,68.88,1.108,8.69,29.35,3208.2,128.9,5.092,1.02,2,280.1,0.985,55.0,44.21,72.8,70.58,Standard,Synthetic,Tier2,Pass,928,48.04,High
107223,Bengaluru,L5,Robot,Afternoon,2.85,2.76,31.1,,1.951,7.85,36.86,2404.0,88.7,5.594,2.16,0,7.1,0.883,58.74,57.63,75.54,67.98,Standard,Mineral,Tier3,Pass,462,60.7,Medium
119450,Ahmedabad,L4,Compressor,Night,3.24,6.31,29.16,60.92,3.995,8.36,33.19,2754.0,115.3,2.767,1.92,2,285.2,0.921,54.76,48.02,60.9,78.3,Premium,Mineral,Tier2,Pass,437,53.31,High
112347,Chennai,L6,Robot,Afternoon,1.09,8.09,27.72,69.83,4.779,8.18,28.03,2576.2,173.7,1.168,1.56,4,69.4,0.865,56.61,41.07,97.44,68.86,Recycled,Mineral,Local,Pass,150,62.48,Medium
111224,Bengaluru,L2,Milling,Afternoon,7.58,5.11,23.99,50.51,5.3,6.68,24.96,2408.4,147.1,3.383,2.61,2,53.8,0.859,47.65,45.14,82.62,70.12,Recycled,Mineral,Tier3,Pass,965,46.07,Medium
112533,Pune,L6,Compressor,Morning,2.79,6.73,23.01,55.37,3.478,7.7,36.79,1909.6,125.3,8.146,1.43,2,71.2,0.914,50.36,38.48,79.81,71.72,Premium,Mineral,Tier1,Minor_Issue,151,61.67,Medium
120913,Bengaluru,L2,Lathe,Morning,11.18,4.15,28.33,84.29,4.129,6.85,22.74,2462.1,133.9,9.807,2.26,0,31.1,0.915,57.93,48.12,78.17,77.55,Premium,Mineral,Tier1,Pending,177,46.52,Low
105466,Hyderabad,L1,CNC,Afternoon,7.48,4.5,27.11,48.46,2.886,7.67,19.05,2878.9,142.7,4.602,0.44,2,26.3,0.864,60.12,52.78,87.86,70.24,Recycled,None,Tier1,Pass,480,38.97,Medium
107512,Bengaluru,L6,Press,Morning,13.89,11.59,24.63,73.99,1.552,7.22,40.22,2237.8,80.8,6.68,0.27,2,8.1,0.924,46.73,35.0,76.92,68.42,HighStrength,Mineral,Tier1,Pass,106,60.59,Low
107665,Chennai,L2,Compressor,Afternoon,4.88,1.84,33.05,55.97,4.748,8.94,35.08,3171.0,109.5,4.692,0.48,1,105.4,0.838,51.63,52.33,61.66,70.81,Standard,Mineral,Tier2,Pending,480,46.82,Low
109003,Bengaluru,L3,Press,Afternoon,0.31,13.09,27.97,42.72,1.28,6.32,25.56,2182.1,147.0,3.076,1.04,4,35.6,0.911,54.28,43.37,97.42,69.54,Standard,Mineral,Tier2,,414,50.72,Medium
100569,Pune,L5,CNC,Afternoon,8.17,4.74,36.46,46.63,3.466,6.94,21.97,3589.8,152.3,5.309,0.54,1,113.4,0.915,61.37,,80.07,73.49,Premium,Mineral,Tier2,Pass,734,48.5,High
111413,Hyderabad,L2,Robot,Morning,9.2,1.82,25.57,61.81,2.858,7.72,40.34,2490.6,117.2,5.19,3.26,0,19.8,0.959,54.15,49.44,78.69,73.37,Standard,Mineral,Tier2,Pass,1060,70.5,Low
114676,Chennai,L3,Compressor,Morning,7.66,6.56,30.5,58.02,3.992,7.28,44.18,1892.1,130.8,1.619,1.81,2,7.4,0.946,61.75,51.23,83.8,74.2,HighStrength,Synthetic,Local,Pass,903,70.29,Low
110582,Pune,L3,CNC,Morning,8.99,14.19,21.82,32.88,0.872,8.19,35.44,3148.0,174.8,4.37,1.18,3,37.2,0.89,47.36,38.79,98.94,74.81,Recycled,Mineral,Tier3,Pass,927,72.27,Low
109503,Bengaluru,L6,Lathe,Morning,10.45,1.65,34.34,73.88,2.05,5.56,20.31,2318.4,133.2,8.525,2.2,0,3.7,0.914,70.75,53.32,81.6,67.02,Standard,Mineral,Tier2,Pass,434,41.87,Low
107182,Bengaluru,L6,Press,Afternoon,1.45,7.13,20.23,53.85,1.729,5.15,17.85,3009.9,113.5,4.467,1.03,1,40.5,0.99,45.17,38.11,85.98,74.05,Recycled,Synthetic,Local,Minor_Issue,1060,40.13,Low
108047,Hyderabad,L1,Press,Afternoon,6.6,10.53,32.68,64.71,2.553,5.18,28.33,2956.1,174.1,9.231,1.44,1,69.1,0.915,68.25,50.6,103.29,70.78,Recycled,Synthetic,Tier2,Pass,399,58.87,Medium
110669,Chennai,L4,CNC,Afternoon,6.18,7.56,32.53,59.53,1.521,7.35,23.86,3454.1,88.4,3.325,0.55,2,9.8,0.901,61.25,52.89,60.79,71.44,Recycled,Synthetic,Tier3,Pending,234,47.9,Low
118604,Hyderabad,L2,Press,Morning,5.75,9.39,34.02,53.56,1.691,6.7,40.09,4045.0,128.4,6.778,0.33,1,120.9,0.948,66.1,55.3,75.1,71.59,Premium,Mineral,Local,Pass,717,67.57,Medium
102334,Chennai,L3,Compressor,Afternoon,6.09,3.82,32.86,70.71,2.03,5.68,33.91,3062.3,96.2,13.693,2.42,2,64.8,0.927,51.33,49.5,71.48,73.26,Recycled,Mineral,Tier1,Pass,287,49.87,Medium
121655,Chennai,L6,Robot,Night,9.32,11.92,28.96,47.22,2.465,6.96,37.6,3212.3,138.7,0.511,1.12,3,106.3,0.911,50.94,46.77,84.94,68.67,Standard,Synthetic,Local,Pass,474,52.38,High
121201,Chennai,L2,Press,Morning,4.69,4.44,37.39,21.71,2.315,6.97,29.16,2204.9,133.5,9.706,1.53,0,57.7,0.972,65.63,50.53,78.8,70.18,Premium,Mineral,Tier1,Pass,899,39.38,Low
102526,Chennai,L3,Press,Morning,11.53,6.74,33.45,67.4,1.563,9.38,22.64,3248.6,105.8,2.883,0.56,1,83.1,0.903,,62.09,62.59,74.12,Recycled,Mineral,Tier3,Rework,800,42.09,Medium
111437,Pune,L5,CNC,Afternoon,5.49,8.12,26.38,61.34,4.134,7.26,41.77,2315.7,101.8,3.933,4.62,3,37.9,0.893,,43.56,56.6,68.84,Standard,Synthetic,Tier1,Rework,945,68.69,Medium
112675,Pune,L5,Press,Morning,1.66,7.53,31.1,84.13,3.35,8.55,30.6,2319.5,134.1,5.017,0.19,0,146.4,0.914,57.54,52.53,80.32,70.76,Recycled,None,Tier2,Pass,1012,44.43,High
